row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,LEV623-finale.mzXML Peak area,
2364,740.3436312948094,25.512333,,,,45,,,,,,,22088.064,
1661,740.3455488893109,20.609,,,,93,,,,,,,3670.2551,
2510,740.3781749271428,28.310167,,,,,,,,,,,2906.993,
111,740.4004062116563,10.629967,,,,151,,,,,,,8960.919,
2143,741.3629213107761,23.659,,,,49,,,,,,,12094.482,
820,741.4128334359964,16.075933,,,,73,,,,,,,122313.71,
2437,742.3931075158627,26.682833,,,,,,,,,,,4319.624,
2394,743.3439373205389,26.0045,,,,147,,,,,,,36012.99,
1830,743.3446785020768,21.568666,,,,28,,,,,,,7844.072,
1773,743.3456921577362,21.275,,,,,,,,,,,7832.4507,
2179,743.3793509634768,23.897667,,,,41,,,,,,,163561.81,
2569,745.3582255545468,30.970167,,,,,,,,,,,3567.4758,
2511,745.3582313850437,28.455667,,,,137,30,[M+H]+,,2,2511;2512,744.35159,28464.566,
1615,749.4228417102576,20.355833,,,,97,,,,,,,5594.1255,
2243,753.3267405960094,24.335667,,,,2,16,[M+Na]+,,2,2243;2241,730.33781,138539.42,
1476,753.4127043315002,19.441334,,,,55,,,,,,,104715.18,
2423,754.3585951031166,26.454334,,,,131,,,,,,,35775.246,
2440,754.358992930654,26.778166,,,,143,,,,,,,83097.82,
1966,755.3444188493493,22.541666,,,,7,,,,,,,204707.9,
2557,755.3448149855805,30.408833,,,,,,,,,,,1883.6176,
2380,755.3784614349976,25.821,,,,150,,,,,,,41947.848,
1967,756.3472212034969,22.541666,,,,7,,,,,,,105557.984,
2088,757.3232778711505,23.301167,,,,36,13,[2M+H]+,,3,2073;2088;2076,378.15759,318873.03,
1339,766.4155464933015,18.755833,,,,83,,,,,,,11036.658,
2512,767.3414422228667,28.455667,,,,137,30,[M+Na]+,,2,2511;2512,744.35159,4771.2334,
822,768.4310030899461,16.075933,,,,73,,,,,,,22151.031,
1499,769.4064572501109,19.523,,,,18,,,,,,,4150.5103,
1005,769.4668193913931,17.1,,,,20,,,,,,,22604.494,
2413,771.3387048596275,26.321833,,,,,,,,,,,7559.898,
1791,771.3388798341006,21.3975,,,,0,,,,,,,20235.123,
1867,772.3673046112018,21.78,,,,19,,,,,,,7937.0293,
2290,772.3698224035663,24.650333,,,,66,,,,,,,17303.723,
2222,772.370099074548,24.1835,,,,3,,,,,,,12150.872,
2408,773.3537705941924,26.2295,,,,21,,,,,,,5664.492,
1969,773.353902171828,22.541666,,,,7,8,[2M-2H2O-H+2Na]+,,2,1969;1971,382.20186,461206.88,
1693,775.3366338364008,20.877333,,,,56,,,,,,,2701.0835,
135,775.373247124512,10.838683,,,,33,,,,,,,57319.895,
795,777.3847993820075,15.883634,,,,61,,,,,,,10083.194,
2094,779.3049821769416,23.301167,,,,36,13,[2M+Na]+,,3,2073;2070;2094,378.15759,514902.06,
1468,780.4313684241491,19.402334,,,,55,,,,,,,45643.95,
2477,784.3694794052957,27.6385,,,,59,,,,,,,4942.232,
1998,785.3541465088547,22.7495,,,,72,,,,,,,51106.13,
2382,786.3844713624059,25.821,,,,150,,,,,,,10432.111,
1666,787.3331846767499,20.652,,,,152,,,,,,,29577.81,
2556,787.3685908289785,30.358,,,,,,,,,,,6465.6396,
2195,787.3693353683667,24.0195,,,,29,,,,,,,21663.678,
2015,787.369500874908,22.868334,,,,81,,,,,,,406484.03,
2542,789.3486463623335,29.916666,,,,25,32,[M+H]+,,2,2544;2542,788.34115,51235.35,
1924,789.3507310245365,22.122168,,,,118,,,,,,,5143.643,
1306,789.3824926489049,18.640833,,,,6,,,,,,,55557.55,
2543,790.3514621841932,29.916666,,,,25,,,,,,,25089.11,
2444,791.3663537203698,26.826166,,,,,,,,,,,3117.6921,
2244,793.3458609899591,24.335667,,,,2,20,[2M+H]+,,2,2253;2244,396.16869,141345.95,
2501,794.3521346514991,28.035166,,,,,,,,,,,2307.1494,
1436,795.4447318928525,19.246834,,,,108,,,,,,,7559.7847,
2365,798.3491046065469,25.512333,,,,45,24,[2M+Na]+,,2,2360;2365,387.67931,7930.6875,
2311,799.3694262299015,24.862833,,,,39,,,,,,,55765.77,
2006,799.3697056455857,22.828,,,,5,,,,,,,44306.297,
1820,801.3487228170086,21.524834,,,,,,,,,,,14311.634,
844,805.4506215977764,16.194483,,,,107,,,,,,,15540.827,
1721,807.3592603860711,20.968834,,,,34,,,,,,,12418.04,
1722,808.3632783726032,20.968834,,,,34,,,,,,,5882.336,
1850,810.4148780434274,21.6535,,,,67,,,,,,,4211.384,
2544,811.3301468868847,29.916666,,,,25,32,[M+Na]+,,2,2544;2542,788.34115,14756.635,
2261,815.327481334582,24.3725,,,,2,20,[2M+Na]+,,2,2261;2251,396.16869,92270.484,
628,815.3977818707082,15.0651,,,,58,,,,,,,60588.48,
2112,816.3598364980624,23.463167,,,,117,,,,,,,21738.89,
2524,817.3787043723481,28.9345,,,,38,,,,,,,1795.0388,
2428,817.3811657045204,26.552334,,,,125,,,,,,,3344.273,
1340,817.413746150104,18.755833,,,,83,,,,,,,30897.525,
824,819.4292632637894,16.075933,,,,73,,,,,,,58031.785,
2397,821.3744302003047,26.138834,,,,,,,,,,,5829.955,
884,825.4072122845072,16.4268,,,,107,,,,,,,297252.2,
2420,828.3599343006915,26.4075,,,,76,,,,,,,3666.4824,
2276,830.3745207988937,24.527834,,,,65,,,,,,,13486.636,
2100,831.3603074508645,23.34,,,,36,,,,,,,9031.486,
1479,831.4293472087319,19.441334,,,,55,,,,,,,111492.18,
2039,832.3552440022389,23.071333,,,,,,,,,,,7245.577,
1637,839.472034170438,20.485332,,,,86,,,,,,,5290.7017,
2545,843.6113583819706,29.916666,,,,25,,,,,,,2542.812,
2118,846.3699157371681,23.499666,,,,63,,,,,,,8033.6294,
2384,847.391185682168,25.821,,,,150,,,,,,,4354.137,
2566,849.3700965006266,30.734833,,,,,,,,,,,9761.805,
2502,865.3884338795119,28.035166,,,,110,28,[2M+Na]+,,2,2502;2496,421.19954,2832.0889,
1885,865.4862092094198,21.8675,,,,19,,,,,,,3668.584,
1944,867.5016129146032,22.2525,,,,31,,,,,,,3701.7349,
1601,869.4823495976632,20.271,,,,97,,,,,,,4201.5986,
2552,869.6270432246132,30.160833,,,,,,,,,,,2754.377,
679,871.5613649276086,15.4493,,,,105,,,,,,,14535.526,
629,891.3823438897709,15.0651,,,,58,,,,,,,13179.708,
1937,899.5067226784687,22.209,,,,31,,,,,,,3183.3687,
967,927.5517319604086,16.899834,,,,88,,,,,,,16761.002,
2538,949.5107996857244,29.675167,,,,,,,,,,,6198.4067,
1917,969.5615690337777,22.033167,,,,132,,,,,,,5409.5664,
1992,1043.5513746616903,22.7125,,,,72,,,,,,,16502.977,
