Semantic id	Adduct	Type of node	Comments
111.1168			
112.0393			
122.0595			
122.0598			
124.1114			
124.1117			
136.0759			
141.1037			
141.104			
144.0798			
144.0803			
146.0593			
149.0232			
149.0236			
153.0907			
167.0601			
167.0705			
169.0759			
171.1014			
177.0543			
183.0918			
184.1319			
184.1323			
185.0708			
186.1481			
187.1253			
191.1424			
191.1425			
195.1015			
196.0972			
199.1689			
200.1431			
200.1643			
205.0857			
208.0966			
208.097			
210.1121			
210.1123			
211.0864			
212.0813			
213.1243			
213.1246			
219.1735			
227.081			
235.1685			
237.1376			
239.1177			
239.1609			
239.2259			
243.1492			
245.0783			
247.1225			
249.1019			
249.1022			
249.1029			
253.1333;757.43			
253.1333;771.833			
255.1847			
261.1375			
261.1379			
263.1173			
264.2314			
265.1697			
267.1486			
267.149			
267.1842			
267.1847			
267.1851			
269.1999			
269.2001			
269.2003			
271.0838			
271.1227			
273.1375			
275.1541			
277.169			
277.2155			
279.1593			
279.184			
279.1842;885.018			
279.1842;762.58			
279.1843			
279.1849			
279.185			
280.1276			
280.1341			
280.1926;948.416			
280.1926;922.434			
281.2007			
281.2008			
281.2009			
281.2011			
283.1796			
283.18			
283.1806			
283.1808			
283.2152			
283.216			
284.33			
286.1339			
287.1824			
287.2			
288.1137			
288.1489			
288.1901			
289.1339			
291.1918			
292.2263			
293.1646			
295.1797			
295.1799			
295.18			
295.1898			
296.1885			
296.7041			
296.7044			
297.1951			
297.1952			
297.1956			
297.1957			
297.1958			
297.2036			
297.2308			
299.1745			
299.1752			
299.1824			
299.21			
299.2102			
299.2103			
299.2108			
299.211			
300.1896			
301.1409			
302.1289			
302.1871			
303.196			
303.1962			
304.2472			
307.1802			
307.1807			
308.1884			
308.2204			
308.6903			
309.1229			
309.1235			
309.1775			
309.1937			
309.1947			
309.1951			
309.2013			
309.2029			
311.1753			
311.1924			
311.1932			
311.2106			
313.1904			
313.1905			
313.1907;637.798			
313.1907;835.08			
313.1909;599.675			
313.1909;730.259			
313.1914			
314.1281			
315.1509			
315.1948			
315.1957			
315.697			
316.1861			
316.1863			
316.2029			
317.2082			
318.2993			
319.1439			
319.1811			
321.1576			
321.1595			
321.1943			
321.1948			
321.1959			
323.1752;897.022			
323.1752;245.512			
323.1754			
323.1758			
324.1999			
325.1905			
325.1908			
325.2265			
327.1999			
327.2055			
327.2061			
329.3146			
330.2999			
331.1076			
331.187			
331.1912			
331.1917			
331.1919			
332.1391			
333.1669			
333.189			
335.1748;1630.62			
335.1748;1460.14			
335.1751			
337.1907			
337.1908			
337.191			
338.1977			
339.1702			
339.1706			
339.1713			
339.2041			
339.2053			
339.2056;941.573			
339.2056;1016.55			
339.2063			
341.1856			
341.1865			
341.1868			
341.1869			
341.1871			
342.5347			
343.1415			
343.2013			
343.2015			
343.2078			
343.2373			
343.294			
344.2156;1157.23			
344.2156;1195.85			
344.3145			
344.7171			
346.2123			
349.1537			
350.2216			
351.1697			
351.17			
351.2051			
351.206			
351.8777			
352.213			
353.1505			
353.1852			
353.1858			
353.186			
353.1864			
353.2187			
353.2192			
353.2233			
355.1649			
355.2006			
355.2007			
355.201			
