formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C19H31N9O4	[M + H]+	C19H32N9O4+	102,532	101,006	1,527	39	0,741	0,199	4,560	0,473		450,257	1333	585865683943236138	585822229607118737	1934
1	C43H66N10O11	[M + H]+	C43H67N10O11+	88,613	88,613	0,000	42	0,768	1,316	3,099	9,106		899,507	1333	585865899001981842	585822229674227606	1937
1	C16H32N4O7S	[M + H]+	C16H33N4O7S+	83,714	83,714	0,000	47	0,843	0,168	3,105	-1,357		425,206	1335	585866079659044958	585822229745530779	1939
1	C49H66N6O8	[M + H]+	C49H67N6O8+	74,632	74,632	0,000	38	0,731	-0,760	2,731	0,139		867,502	1335	585866291236516489	585822229808445344	1944
1	C39H50N2O10	[M + H]+	C39H51N2O10+	66,141	66,141	0,000	34	0,626	-2,996	5,126	-3,071		707,352	1338	585865744097944565	585822229883942821	1945
1	C23H26N2O7	[M + H]+	C23H27N2O7+	90,818	90,818	0,000	34	0,656	3,024	5,437	3,413		443,183	1340	585865771952318995	585822229938468778	1949
1	C32H48N6O4S	[M + H]+	C32H49N6O4S+	54,093	47,829	6,264	48	0,843	2,001	4,078	-0,687		613,353	1340	585865826520214242	585822230005577647	1950
1	C26H24N2O	[M + H]+	C26H25N2O+	30,079	26,750	3,328	15	0,632	-3,167	5,531	-4,459		381,194	1343	585866221690761727	585822230068492212	1952
1	C37H54N2O5S2	[M + H]+	C37H55N2O5S2+	50,015	42,408	7,607	32	0,679	-3,335	3,616	3,037		671,357	1343	585866083937235098	585822230143989689	1953
1	C25H48N6O9	[M + H]+	C25H49N6O9+	64,565	64,565	0,000	39	0,792	1,617	4,298	-7,281		577,351	1346	585867550337224437	585822230198515646	1958
1	C39H48N6O8	[M + H]+	C39H49N6O8+	49,884	46,794	3,090	30	0,789	2,619	3,497	2,236		729,362	1353	585867468539906218	585822230257235907	1965
1	C37H50N6O9S	[M + H]+	C37H51N6O9S+	55,150	49,069	6,081	44	0,762	-1,638	2,525	1,516		755,344	1353	585867526173838798	585822230311761864	1966
1	C42H49N3O10	[M + H]+	C42H50N3O10+	22,939	22,939	0,000	19	0,425	-0,379	3,279	-2,448		756,347	1353	585867613264367824	585822230387259341	1967
1	C40H48N6O10	[M + H]+	C40H49N6O10+	73,064	65,536	7,527	43	0,814	1,566	3,863	4,438		773,354	1353	585867432175287428	585822230458562514	1969
1	C18H30N4O3S	[M + H]+	C18H31N4O3S+	46,852	46,852	0,000	28	0,649	-1,849	2,835	-5,423		383,209	1355	585867526710709800	585822230525671383	1971
1	C20H24N8O5	[M + H]+	C20H25N8O5+	123,438	123,438	0,000	44	0,779	-1,576	3,724	5,354		457,197	1355	585867489708558907	585822230571808732	1972
1	C39H46N6O8	[M + H]+	C39H47N6O8+	46,488	46,488	0,000	48	0,833	0,404	4,254	4,401		727,348	1355	585867526270307814	585822230638917601	1976
1	C36H46N6O7	[M + H]+	C36H47N6O7+	85,880	85,880	0,000	45	0,796	0,724	3,697	3,162		675,352	1358	585867459987720158	585822230706026470	1980
1	C23H38N8O4S	[M + H]+	C23H39N8O4S+	86,308	86,308	0,000	40	0,771	-0,547	3,056	6,384		523,284	1360	585867494204852875	585822230777329643	1983
1	C20H29ClN6O3	[M + H]+	C20H30ClN6O3+	59,604	59,604	0,000	44	0,807	1,966	4,201	0,199		437,206	1363	585867473774397703	585822230865410032	1986
1	C22H35N9O6	[M + H]+	C22H36N9O6+	98,604	98,604	0,000	42	0,753	2,060	3,601	1,481		522,279	1363	585867499095411465	585822230940907509	1990
1	C49H70N16O10	[M + H]+	C49H71N16O10+	85,814	85,814	0,000	37	0,663	-0,806	2,727	-1,906		1043,551	1363	585868148134597594	585822231033182202	1992
1	C39H52N4O13	[M + H]+	C39H53N4O13+	67,581	67,581	0,000	44	0,796	-5,817	5,822	-7,913		785,354	1365	585867659477209374	585822231142234111	1998
1	C18H32N4O3S	[M + H]+	C18H33N4O3S+	74,408	72,312	2,096	40	0,843	-0,805	3,393	-1,086		385,226	1367	585867669912637945	585822231247091716	1999
1	C21H32N6O3S	[M + H]+	C21H33N6O3S+	74,997	74,997	0,000	35	0,765	1,508	4,240	-1,194		449,232	1367	585868163242480758	585822231335172105	2000
1	C28H39N3O6	[M + H]+	C28H40N3O6+	19,718	19,718	0,000	8	0,743	1,650	3,152	-4,302		514,289	1370	585869093799155981	585822231427446798	2003
1	C42H50N6O10	[M + H]+	C42H51N6O10+	51,496	43,173	8,323	32	0,697	2,983	3,217	4,493		799,370	1370	585869136174210110	585822231528110099	2006
1	C17H25N5O6	[M + H]+	C17H26N5O6+	71,675	71,675	0,000	41	0,804	-0,260	5,288	9,389		396,191	1372	585869090548570266	585822231624579096	2009
1	C21H28N6O3S	[M + H]+	C21H29N6O3S+	38,599	38,599	0,000	37	0,746	-1,587	3,214	1,311		445,202	1372	585869107896212205	585822231712659485	2011
1	C36H48N6O5	[M + H]+	C36H49N6O5+	77,267	77,267	0,000	43	0,826	-3,152	5,029	3,277		645,378	1372	585869149403045004	585822231809128482	2014
1	C34H54N6O15	[M + H]+	C34H55N6O15+	68,651	64,337	4,314	35	0,590	1,221	3,900	-3,164		787,370	1372	585869127689133056	585822231880431655	2015
1	C13H24N4O5S	[M + H]+	C13H25N4O5S+	73,723	73,723	0,000	24	0,690	-0,770	4,836	-0,937		349,154	1375	585870149622924393	585822231947540524	2016
1	C19H23N5O6	[M + H]+	C19H24N5O6+	35,191	35,191	0,000	12	0,763	9,055	9,055	4,257		418,174	1375	585870154949691067	585822232018843697	2017
1	C28H40N2O8S	[M + H]+	C28H41N2O8S+	30,533	27,748	2,785	21	0,726	-2,028	2,795	2,736		565,259	1375	585870159525677028	585822232094341174	2020
1	C45H53NO14	[M + H]+	C45H54NO14+	55,526	51,545	3,981	29	0,653	-1,426	3,645	1,632		832,355	1384	585870382100615517	585822232148867131	2039
1	C16H12N2O	[M + H]+	C16H13N2O+	21,056	15,253	5,803	3	0,585	-1,135	4,420	-0,078		249,102	1387	585870146997289811	585822232199198784	2040
1	C12H15ClN2O3	[M + H]+	C12H16ClN2O3+	6,253	6,253	0,000	2	0,185	-2,969	6,655	-2,385		271,084	1387	585870147026649964	585822232274696261	2041
1	C12H23N6O4	[M + H]+	C12H24N6O4+	59,808	57,809	1,999	18	0,460	-0,142	1,924	2,294		316,186	1387	585870147559326655	585822232341805130	2042
1	C22H27N3O	[M + H]+	C22H28N3O+	24,724	23,420	1,303	6	0,582	1,299	5,583	-3,024		350,222	1387	585870371786821612	585822232400525391	2043
1	C25H30N2O8S	[M + H]+	C25H31N2O8S+	89,487	89,487	0,000	30	0,656	-1,083	3,248	-3,069		519,178	1387	585870447812777595	585822232455051348	2045
1	C35H46N6O5	[M + H]+	C35H47N6O5+	87,993	81,680	6,313	42	0,757	1,145	4,078	4,775		631,363	1387	585871291564136883	585822232522160217	2046
1	C27H46N12O9	[M + H]+	C27H47N12O9+	64,067	64,067	0,000	38	0,655	-1,458	3,979	-1,650		683,357	1387	585870402744980082	585822232597657694	2048
1	C31H48N4O7S	[M + H]+	C31H49N4O7S+	97,857	92,253	5,604	41	0,821	1,435	4,102	-2,024		621,330	1389	585870520093218591	585822232681543779	2054
1	C21H26N6O3S	[M + H]+	C21H27N6O3S+	27,231	26,672	0,559	17	0,862	0,212	4,600	-0,826		443,186	1396	585870416091255935	585822232761235560	2063
1	C36H52N6O8S	[M - H2O + H]+	C36H51N6O7S+	65,317	58,663	6,653	43	0,805	0,469	3,764	-25318,261		711,354	1396	585870196703988056	585822232828344429	2065
1	C30H49N9O11	[M + H]+	C30H50N9O11+	32,797	32,797	0,000	18	0,767	-4,019	4,019	-8,043		712,357	1396	585870363935084298	585822232899647602	2066
1	C14H26N4O6S	[M + H]+	C14H27N4O6S+	89,788	89,788	0,000	40	0,880	-4,701	5,382	-0,823		379,164	1398	585870416355497134	585822232970950775	2070
1	C22H25N3O4	[M + H]+	C22H26N3O4+	98,076	98,076	0,000	29	0,643	-0,854	3,875	-0,840		396,191	1398	585870355571641935	585822233038059644	2073
1	C19H20N4O6	[M + H]+	C19H21N4O6+	20,939	15,390	5,549	9	0,554	-2,863	4,501	2,815		401,147	1398	585870449146566348	585822233113557121	2076
1	C19H29N5O6	[M + H]+	C19H30N5O6+	74,812	74,019	0,793	25	0,785	-2,025	3,871	5,209		424,221	1398	585870423045412183	585822233176471686	2081
1	C25H31N3O4	[M + H]+	C25H32N3O4+	42,662	38,683	3,979	9	0,625	5,174	5,174	-3,795		438,237	1398	585872486265494552	585822233247774859	2082
1	C24H33N9O2	[M + H]+	C24H34N9O2+	37,207	31,872	5,336	12	0,749	2,316	2,340	3,773		480,285	1398	585872485451799540	585822233323272336	2085
1	C44H44N4O8	[M + H]+	C44H45N4O8+	52,162	43,650	8,512	32	0,837	-0,760	3,048	0,118		757,323	1398	585872507958435943	585822233394575509	2088
1	C41H42N6O10	[M + H]+	C41H43N6O10+	23,967	15,968	7,999	10	0,636	0,876	2,537	1,876		779,305	1398	585872501427904358	585822233461684378	2094
1	C42H50N6O12	[M + H]+	C42H51N6O12+	63,487	63,487	0,000	39	0,727	2,676	4,205	5,247		831,360	1400	585872775253045738	585822233537181855	2100
1	C15H24NO5	[M + H]+	C15H25NO5+	51,940	50,205	1,734	10	0,487	2,316	5,096	5,935		299,175	1405	585872506708533294	585822233595902116	2105
1	C25H38N6O9	[M + H]+	C25H39N6O9+	44,356	44,356	0,000	24	0,792	-2,984	3,371	-5,224		567,274	1405	585872542523695601	585822233663010985	2107
1	C19H30N4O4S	[M + H]+	C19H31N4O4S+	47,740	47,124	0,616	31	0,710	-3,102	4,232	-2,488		411,205	1408	585872894878790294	585822233730119854	2110
1	C41H49N7O11	[M + H]+	C41H50N7O11+	82,257	77,677	4,580	34	0,621	1,736	2,936	4,359		816,360	1408	585873975247616707	585822233797228723	2112
1	C35H51N13O10S	[M + H]+	C35H52N13O10S+	61,557	61,557	0,000	35	0,664	3,957	4,381	2,821		846,370	1410	585874191325581508	585822233872726200	2118
1	C17H24N4O5	[M + H]+	C17H25N4O5+	100,271	100,271	0,000	31	0,606	3,303	5,594	9,895		365,186	1415	585873997875889141	585822233952417981	2123
1	C19H22N8O4	[M + H]+	C19H23N8O4+	103,934	103,463	0,471	40	0,778	1,486	3,518	6,115		427,186	1415	585874118382439751	585822234040498370	2124
1	C34H52N4O9S	[M + H]+	C34H53N4O9S+	57,610	50,161	7,449	45	0,814	-0,480	2,637	0,726		693,353	1415	585874134463401504	585822234120190151	2128
1	C44H48N4O6	[M + H]+	C44H49N4O6+	61,679	59,864	1,815	40	0,669	0,641	3,005	-1,579		729,364	1415	585874228302566225	585822234204076236	2130
1	C37H47N9O7	[M + H]+	C37H48N9O7+	67,395	62,917	4,478	29	0,415	-4,121	4,501	-0,727		730,367	1415	585874123608542688	585822234397014225	2131
1	C36H46N6O7	[M + H]+	C36H47N6O7+	69,698	69,698	0,000	38	0,778	1,778	2,965	3,888		675,353	1417	585874099189304263	585822234510260438	2134
1	C17H26N4O6	[M + H]+	C17H27N4O6+	78,539	78,539	0,000	36	0,722	0,830	3,508	10,880		383,197	1420	585874656461313419	585822234615118043	2140
1	C38H50N4O10	[M + H]+	C38H51N4O10+	114,706	111,680	3,026	34	0,702	0,946	4,380	5,474		723,364	1420	585874710286817007	585822234715781344	2141
1	C33H52N6O13	[M + H]+	C33H53N6O13+	24,534	24,534	0,000	38	0,716	-4,356	4,457	-4,845		741,363	1420	585874241908888540	585822234820638949	2143
1	C12H9N3O	[M + H]+	C12H10N3O+	28,936	26,119	2,817	2	0,608	-1,771	1,771	-2,397		212,081	1422	585874119993052589	585822234917107946	2145
1	C21H24N6O3S	[M + H]+	C21H25N6O3S+	125,152	125,152	0,000	41	0,800	-2,788	4,860	0,304		441,170	1422	585874012908274978	585822234996799727	2146
1	C33H34N6O5	[M + H]+	C33H35N6O5+	48,673	48,673	0,000	34	0,791	2,462	6,538	4,948		595,269	1427	585874206295052660	585822235063908596	2155
1	C23H30N2O6	[M + H]+	C23H31N2O6+	111,177	111,177	0,000	41	0,737	2,386	4,567	9,269		431,222	1429	585874232010331027	585822235151988985	2162
1	C30H48N10O7	[M + H]+	C30H49N10O7+	33,900	33,900	0,000	37	0,712	-0,983	3,093	-9,723		661,372	1429	585874682138842665	585822235231680766	2163
1	C36H50N6O6	[M + H]+	C36H51N6O6+	124,957	119,065	5,891	51	0,789	0,148	3,371	2,442		663,388	1429	585874075806059049	585822235294595331	2164
1	C21H28N4O7	[M + H]+	C21H29N4O7+	64,025	62,811	1,214	27	0,738	2,635	3,674	7,712		449,207	1432	585874216961168003	585822235374287112	2168
1	C37H48N4O9	[M + H]+	C37H49N4O9+	109,063	100,884	8,179	51	0,843	1,525	3,601	4,910		693,353	1432	585876419780277424	585822235449784589	2169
1	C36H48N6O5	[M + H]+	C36H49N6O5+	42,620	39,219	3,400	34	0,758	-0,403	3,075	2,549		645,378	1434	585876393796563844	585822235525282066	2175
1	C36H52N6O8S	[M - H2O + H]+	C36H51N6O7S+	65,211	58,713	6,498	39	0,688	-2,531	3,839	-25319,457		711,353	1434	585876238938660172	585822235604973847	2177
1	C30H49N9O11	[M + H]+	C30H50N9O11+	35,452	33,369	2,083	32	0,712	-0,221	3,775	-7,707		712,357	1434	585876382887178923	585822235680471324	2178
1	C35H50N8O10	[M + H]+	C35H51N8O10+	89,057	89,057	0,000	48	0,858	1,506	4,381	9,529		743,379	1434	585876348871372759	585822235751774497	2179
1	C36H50N6O7	[M + H]+	C36H51N6O7+	55,880	54,981	0,899	39	0,725	1,090	3,368	1,451		679,382	1436	585876360044998843	585822235814689062	2181
1	C16H30N4O7S	[M + H]+	C16H31N4O7S+	68,175	63,894	4,281	45	0,765	-0,405	3,286	0,409		423,191	1441	585876383084311258	585822235890186539	2190
1	C27H34N10O6	[M + H]+	C27H35N10O6+	54,257	54,257	0,000	25	0,779	-5,666	5,666	-6,695		595,270	1441	585876340151414579	585822235953101104	2193
1	C46H50N4O8	[M + H]+	C46H51N4O8+	69,541	65,058	4,483	39	0,739	-0,730	3,430	-1,017		787,369	1441	585876445600412982	585822236032792885	2195
1	C8H4O3	[M + H]+	C8H5O3+	23,579	20,568	3,010	1	0,352	-7,305	7,305	-1,077		149,023	1444	585876384086749991	585822236108290362	2197
1	C5H9ClN4O	[M + H]+	C5H10ClN4O+	21,383	21,383	0,000	2	0,812	-3,752	4,568	3,021		177,054	1444	585877792458537261	585822236179593535	2198
1	C10H16N2OS2	[M + H]+	C10H17N2OS2+	13,128	13,128	0,000	2	0,463	-10,522	10,522	2,442		245,078	1444	585877825157333985	585822236225730884	2199
1	C22H26N8O6	[M + H]+	C22H27N8O6+	49,488	44,456	5,031	25	0,870	0,308	3,092	4,113		499,207	1444	585877835676648843	585822236297034057	2201
1	C27H28N4O5S	[M + H]+	C27H29N4O5S+	45,976	45,976	0,000	18	0,705	1,057	4,150	7,507		521,189	1444	585877833554330943	585822236364142926	2202
1	C36H44N6O6	[M + H]+	C36H45N6O6+	71,661	71,661	0,000	46	0,818	-1,694	4,277	2,861		657,341	1446	585877857134709330	585822236431251795	2208
1	C33H50N10O7	[M + H]+	C33H51N10O7+	61,363	61,363	0,000	35	0,731	-2,279	5,165	-8,008		699,388	1449	585877882644466783	585822236477389144	2214
1	C17H18N2O	[M + H]+	C17H19N2O+	32,953	29,447	3,506	6	0,505	-2,245	8,273	-2,245		267,149	1451	585877823521555193	585822236523526493	2217
1	C15H20N4O4	[M + H]+	C15H21N4O4+	70,569	70,569	0,000	20	0,473	-0,289	4,747	5,942		321,158	1451	585877791347046610	585822236569663842	2218
1	C34H49N11O10	[M + H]+	C34H50N11O10+	44,840	44,840	0,000	37	0,697	0,692	2,764	-4,613		772,370	1451	585877923081751809	585822236624189799	2222
1	C29H36N6O4S	[M + H]+	C29H37N6O4S+	77,671	73,546	4,125	47	0,906	0,284	2,204	0,140		565,259	1454	585878169430003278	585822236674521452	2224
1	C26H39N5O7S	[M + H]+	C26H40N5O7S+	36,856	36,856	0,000	20	0,717	-2,654	4,308	-2,236		566,263	1454	585877886469672102	585822236712270193	2225
1	C30H52N4O15	[M + H]+	C30H53N4O15+	41,704	41,704	0,000	32	0,702	1,883	4,293	-2,853		709,348	1454	585879184157973349	585822236750018934	2227
1	C18H24NO5	[M + H]+	C18H25NO5+	90,316	86,730	3,587	31	0,548	1,381	5,627	6,252		335,175	1460	585879108417229607	585822236796156283	2234
1	C34H48N6O6S	[M + H]+	C34H49N6O6S+	47,384	41,166	6,218	27	0,825	0,376	2,907	1,254		669,344	1460	585879219230743678	585822236846487936	2237
1	C39H47N3O7	[M + H]+	C39H48N3O7+	23,785	23,785	0,000	12	0,738	-3,335	5,186	-3,531		670,346	1460	585879138758825968	585822236884236677	2238
1	C39H42N6O6	[M + H]+	C39H43N6O6+	29,342	21,549	7,793	7	0,810	-3,072	4,939	3,299		691,326	1460	585879226046487842	585822236930374026	2240
1	C38H46N6O9	[M + H]+	C38H47N6O9+	64,841	57,617	7,224	44	0,883	-0,146	3,600	7,475		731,345	1460	585879130345051797	585822236972317071	2241
1	C36H45N9O8	[M + H]+	C36H46N9O8+	77,917	77,917	0,000	35	0,750	-2,286	2,832	2,614		732,348	1460	585879209034390502	585822237035231636	2242
1	C34H44N10O10	[M + H]+	C34H45N10O10+	37,368	33,624	3,744	12	0,929	-3,523	4,199	-6,271		753,327	1460	585879109591634828	585822237098146201	2243
1	C44H48N4O10	[M + H]+	C44H49N4O10+	72,240	62,936	9,304	32	0,811	1,659	3,657	1,941		793,346	1460	585879252592238043	585822237165255070	2244
1	C18H20N4O4	[M + H]+	C18H21N4O4+	42,533	37,663	4,870	15	0,362	-4,406	5,033	3,439		357,157	1462	585879154256779762	585822237249141155	2248
1	C19H31N5O4	[M + H]+	C19H32N5O4+	112,345	112,345	0,000	45	0,713	-2,135	5,348	6,009		394,247	1462	585879120266138953	585822237328832936	2250
1	C22H24N2O5	[M + H]+	C22H25N2O5+	69,591	63,573	6,018	26	0,735	-0,504	3,713	-0,927		397,175	1462	585879144941230166	585822237412719021	2251
1	C19H22N4O7	[M + H]+	C19H23N4O7+	32,835	27,796	5,039	7	0,578	1,768	3,289	3,088		419,157	1462	585879109360948062	585822237492410802	2253
1	C24H41N3O2S	[M + H]+	C24H42N3O2S+	42,135	39,840	2,295	21	0,733	-0,695	2,068	-9,225		436,295	1462	585879106341049017	585822237584685495	2254
1	C20H33N5O7	[M + H]+	C20H34N5O7+	38,344	37,232	1,112	13	0,500	1,574	3,738	4,965		456,248	1462	585879126423377420	585822237668571580	2255
1	C28H39N3O5	[M + H]+	C28H40N3O5+	18,264	12,414	5,849	5	0,712	-0,002	4,022	-2,564		498,295	1462	585879113291011217	585822237760846273	2256
1	C42H47N5O4	[M + H]+	C42H48N5O4+	37,339	31,782	5,557	31	0,799	0,337	3,646	1,134		686,371	1462	585880796897225771	585822237844732358	2260
1	C41H46N6O12	[M + H]+	C41H47N6O12+	43,696	37,900	5,795	11	0,838	1,105	4,583	3,474		815,327	1462	585880860403183616	585822237941201355	2261
1	C31H52N6O11	[M + H]+	C31H53N6O11+	37,112	37,112	0,000	32	0,786	-1,669	4,253	-7,285		685,372	1467	585880822985797273	585822238020893136	2271
1	C37H51N9O13	[M + H]+	C37H52N9O13+	43,745	42,719	1,026	28	0,771	1,995	2,835	7,961		830,375	1472	585880863934787643	585822238088002005	2276
1	C27H34N10O6	[M + H]+	C27H35N10O6+	80,871	80,871	0,000	42	0,762	-2,695	3,665	-5,905		595,270	1474	585880869316079809	585822238159305178	2278
1	C36H50N6O7	[M + H]+	C36H51N6O7+	72,628	72,628	0,000	40	0,731	2,336	4,107	-0,522		679,381	1477	585881510478367358	585822238213831135	2285
1	C14H26N4O6S	[M + H]+	C14H27N4O6S+	63,278	63,278	0,000	39	0,826	-1,890	3,363	0,839		379,165	1479	585880959841748807	585822238276745700	2286
1	C37H50N2O9	[M + H]+	C37H51N2O9+	69,983	65,356	4,627	41	0,755	0,841	4,802	5,563		667,363	1479	585880932033512656	585822238339660265	2288
1	C30H49N7O10	[M + H]+	C30H50N7O10+	33,885	32,388	1,498	24	0,635	-3,492	4,421	5,854		668,365	1479	585880945736304050	585822238406769134	2289
1	C30H45N17O8	[M + H]+	C30H46N17O8+	45,267	45,267	0,000	40	0,784	-1,182	2,782	-1,499		772,370	1479	585881099470129412	585822238473878003	2290
1	C23H26N2O5	[M + H]+	C23H27N2O5+	78,203	72,058	6,145	37	0,695	1,391	5,661	-1,553		411,191	1484	585880908125979500	585822238545181176	2294
1	C20H24N4O7	[M + H]+	C20H25N4O7+	38,888	36,233	2,655	17	0,712	-0,275	3,659	4,073		433,174	1487	585880962710652799	585822238608095741	2299
1	C24H41N5O7	[M + H]+	C24H42N5O7+	59,774	59,774	0,000	27	0,629	4,680	5,437	2,528		512,309	1487	585882554386110568	585822238675204610	2301
1	C25H38N6O9	[M + H]+	C25H39N6O9+	83,553	83,553	0,000	32	0,658	4,150	4,801	-5,206		567,274	1487	585882637634658283	585822238750702087	2302
1	C32H54N6O12	[M + H]+	C32H55N6O12+	77,119	74,905	2,214	45	0,812	0,094	4,364	-4,973		715,384	1487	585882585692396536	585822238822005260	2304
1	C37H50O6	[M + Na]+	C37H50NaO6+	2037,423	2037,423	0,000	14	0,197	3,310	4,937	1,810	TG(15:5_10:4_9:1)	613,351	1489	585882545334802145	585822238893308433	2306
1	C23H29ClN4O2	[M + H]+	C23H30ClN4O2+	105,746	105,746	0,000	38	0,700	0,831	5,763	3,354		429,207	1492	585882811396285546	585822238960417302	2307
1	C24H26N6O2	[M + H]+	C24H27N6O2+	43,485	41,893	1,592	40	0,784	-0,155	5,008	5,843		431,222	1492	585882616474394271	585822239027526171	2308
1	C42H50N6O10	[M + H]+	C42H51N6O10+	64,670	56,475	8,196	43	0,764	0,422	3,189	4,143		799,369	1492	585882633813647132	585822239098829344	2311
1	C7H15ClN2O3	[M + H]+	C7H16ClN2O3+	21,005	21,005	0,000	4	0,491	-1,951	2,437	9,492		211,086	1497	585882635407482744	585822239170132517	2312
1	C18H30N4O3S	[M + H]+	C18H31N4O3S+	93,660	93,660	0,000	32	0,698	-2,734	5,157	-4,928		383,209	1500	585882647793262961	585822239237241386	2314
1	C22H26N8O3	[M + H]+	C22H27N8O3+	49,387	46,774	2,613	24	0,763	2,449	4,263	3,207		451,222	1502	585882597117680931	585822239312738863	2318
1	C27H56N8O14	[M + H]+	C27H57N8O14+	73,226	73,226	0,000	44	0,789	0,908	2,756	-0,369		717,399	1508	585882643057893676	585822239392430644	2321
1	C14H26N4O6S	[M + H]+	C14H27N4O6S+	51,140	51,140	0,000	37	0,804	0,112	4,176	1,973		379,165	1510	585882553488529442	585822239455345209	2322
1	C17H28N4O7S	[M + H]+	C17H29N4O7S+	74,172	74,172	0,000	33	0,754	0,481	4,989	-1,331		433,175	1510	585882664188797563	585822239526648382	2323
1	C31H44N4O7	[M + H]+	C31H45N4O7+	89,582	89,582	0,000	39	0,754	0,426	3,611	0,741		585,329	1510	585882653451379152	585822239593757251	2325
1	C13H17N3O4	[M + H]+	C13H18N3O4+	21,232	20,523	0,709	2	0,231	-1,016	1,016	-5,506		280,128	1513	585882541006280104	585822239669254728	2326
1	C26H34N6O8	[M + H]+	C26H35N6O8+	91,149	90,630	0,519	42	0,630	-4,705	5,002	-5,791		559,248	1513	585882597239315788	585822239736363597	2328
1	C23H38N12O9	[M + H]+	C23H39N12O9+	57,486	57,486	0,000	43	0,815	-1,273	5,060	0,275		627,296	1513	585882738130182960	585822239803472466	2329
1	C36H49N7O8S	[M + H]+	C36H50N7O8S+	46,893	46,893	0,000	32	0,548	-4,739	4,739	-0,012		740,344	1513	585884963791471770	585822239883164247	2330
1	C27H36N2O14	[M + H]+	C27H37N2O14+	76,422	76,422	0,000	42	0,739	-0,006	3,680	0,668		613,224	1521	585884862687772136	585822239962856028	2332
1	C13H26N4O4S	[M + H]+	C13H27N4O4S+	92,758	92,758	0,000	32	0,678	2,903	3,987	1,066		335,175	1526	585884782127769485	585822240038353505	2337
1	C16H22N4O5	[M + H]+	C16H23N4O5+	72,346	72,346	0,000	44	0,736	-0,630	5,019	10,689		351,170	1526	585884865225326123	585822240126433894	2338
1	C16H24N4O5	[M + H]+	C16H25N4O5+	61,639	59,868	1,771	38	0,750	0,489	5,460	9,127		353,185	1526	585884793091680309	585822240206125675	2340
1	C18H22N4O5	[M + H]+	C18H23N4O5+	84,908	79,120	5,789	24	0,654	4,529	5,953	2,729		375,167	1526	585884796682004643	585822240290011760	2344
1	C19H33N5O5	[M + H]+	C19H34N5O5+	73,326	73,326	0,000	21	0,753	0,749	4,919	3,698		412,257	1526	585884853493857395	585822240369703541	2345
1	C22H39N5O5	[M + H]+	C22H40N5O5+	43,092	38,896	4,197	26	0,819	0,632	4,245	6,327		454,305	1526	585884946921981011	585822240453589626	2348
1	C18H29N9O9	[M + H]+	C18H30N9O9+	77,457	77,457	0,000	37	0,762	-0,188	2,964	-7,284		516,212	1526	585885518324601482	585822240541670015	2349
1	C26H46N12O11	[M + H]+	C26H47N12O11+	28,968	28,968	0,000	22	0,846	-2,225	3,940	0,886		703,349	1526	585885479065913691	585822240625556100	2351
1	C36H52N2O12	[M + H]+	C36H53N2O12+	47,059	40,591	6,468	18	0,754	-2,161	5,165	7,101		705,364	1526	585885456001435340	585822240717830793	2352
1	C39H46N6O8	[M + H]+	C39H47N6O8+	31,582	31,582	0,000	36	0,796	1,750	4,820	1,693		727,346	1526	585885606899914046	585822240814299790	2354
1	C21H28N6O8	[M + H]+	C21H29N6O8+	49,046	49,046	0,000	28	0,442	-1,340	5,003	-4,315		493,202	1528	585885626550228603	585822240898185875	2357
1	C35H54N8O9	[M + H]+	C35H55N8O9+	90,244	90,244	0,000	39	0,739	5,345	5,345	3,552		731,411	1531	585885534342648568	585822240977877656	2363
1	C36H49N7O8S	[M + H]+	C36H50N7O8S+	84,832	80,139	4,693	43	0,779	0,446	2,698	0,028		740,344	1531	585885748877108159	585822241053375133	2364
1	C41H47N7O10	[M + H]+	C41H48N7O10+	49,695	49,233	0,463	33	0,735	1,261	1,966	4,237		798,349	1531	585885827314788002	585822241133066914	2365
1	C18H26N4O5	[M + H]+	C18H27N4O5+	61,110	56,720	4,390	27	0,573	1,711	3,779	6,892		379,200	1536	585885665863441883	585822241208564391	2366
1	C28H48N6O9	[M + H]+	C28H49N6O9+	74,253	74,169	0,084	44	0,805	-0,192	3,400	-6,332		613,352	1536	585885704023220877	585822241279867564	2368
1	C17H32N4O5S	[M + H]+	C17H33N4O5S+	61,047	61,047	0,000	36	0,740	2,397	4,508	-1,993		405,216	1541	585885545990231000	585822241359559345	2372
1	C21H28N6O2S	[M + H]+	C21H29N6O2S+	70,514	68,489	2,025	33	0,732	1,627	4,046	-0,027		429,207	1547	585885630572566220	585822241426668214	2376
1	C46H50N4O6	[M + H]+	C46H51N4O6+	53,274	44,664	8,611	32	0,591	2,277	3,045	-2,451		755,378	1549	585885873221445478	585822241481194171	2380
1	C42H47N11O5	[M + H]+	C42H48N11O5+	39,008	37,010	1,998	30	0,741	-0,415	2,086	1,310		786,384	1549	585885786357408978	585822241544108736	2382
1	C43H54N6O12	[M + H]+	C43H55N6O12+	47,170	47,170	0,000	37	0,788	1,948	4,056	4,652		847,391	1549	585886892152106377	585822241586051781	2384
